Price,Close,High,Low,Open,Volume,Daily Return,50-day MA,200-day MA,Volatility
Ticker,VFV.TO,VFV.TO,VFV.TO,VFV.TO,VFV.TO,,,,
Date,,,,,,,,,
2019-01-02,55.83647537231445,56.021059466104745,55.051997374516645,55.12582889964351,83100,,,,
2019-01-03,53.990631103515625,55.54113156044792,53.990631103515625,55.54113156044792,113300,-3.3058036999843665,,,
2019-01-04,55.55036544799805,55.67034562754945,54.608989812864635,54.6274485728455,64300,2.888898152518271,,,
2019-01-07,55.51344299316406,55.83646244200741,55.208878780842106,55.4857530970861,114300,-0.06646662814225879,,,
2019-01-08,55.947227478027344,56.14104272345661,55.48576897865577,56.09489405700029,58500,0.7814043977000251,,,
2019-01-09,55.89183807373047,56.29792016486345,55.74417153871412,56.076418602014975,53600,-0.0990029475877563,,,
2019-01-10,56.32560729980469,56.34406605701172,55.58727461476289,55.72571353349171,45700,0.7760868867865867,,,
2019-01-11,56.4548225402832,56.51019881922247,56.04874039000721,56.15948942723731,31200,0.22940762944771986,,,
2019-01-14,56.15026092529297,56.261009960782566,55.984135611734395,56.0579706491597,29300,-0.5394784737351999,,,
2019-01-15,56.74092483520508,56.805528730001456,56.12257226482592,56.12257226482592,33100,1.051934399197152,,,
2019-01-16,56.8516731262207,56.971653295273015,56.740924096675286,56.8239867489964,45900,0.19518238614770755,,,
2019-01-17,57.32237243652344,57.43312148495183,56.84245519913536,56.84245519913536,44600,0.8279427577402965,,,
2019-01-18,58.097618103027344,58.13453562305774,57.571555764863945,57.68230480430664,65100,1.3524312298176078,,,
2019-01-21,58.272972106933594,58.49447371051463,58.143764305114885,58.23605458622866,39300,0.30182649415211316,,,
2019-01-22,57.5531005859375,58.106849338254996,57.266995068872525,58.106849338254996,88900,-1.2353437536618106,,,
2019-01-23,57.69153594970703,58.0330177498845,57.22084986282407,57.89457880163431,68000,0.24053502306591312,,,
2019-01-24,57.839195251464844,57.84842639120106,57.54386215157466,57.756136117728474,35300,0.25594621347322377,,,
2019-01-25,57.728450775146484,58.02378389834462,57.66384687448743,57.92226247712366,42700,-0.1914696009114203,,,
2019-01-28,57.33159637451172,57.47003531664177,57.09163953155464,57.47003531664177,61600,-0.687450287173863,,,
2019-01-29,57.44234085083008,57.553089876555845,57.2762155519174,57.47002722709951,21600,0.19316482240427924,,,
2019-01-30,57.76536178588867,57.91302833084658,57.359279667416466,57.5623189663285,67300,0.5623394351170985,,,
2019-01-31,58.28220748901367,58.32835263292884,57.756145102953305,57.774600344000326,52900,0.8947329111184787,,,
2019-02-01,58.060699462890625,58.356032576139235,57.87611538694814,58.22682477917402,52100,-0.3800611467312809,,,
2019-02-04,58.55906677246094,58.55906677246094,58.1622122999599,58.3098788347988,57900,0.8583556763535727,,,
2019-02-05,58.891319274902344,58.9743819234962,58.70673522017732,58.725193977714625,44500,0.5673801184920224,,,
2019-02-06,59.17742919921875,59.17742919921875,58.96515523185299,59.038990267571215,50600,0.4858269908691648,,,
2019-02-07,58.983612060546875,59.1035922293385,58.57752993933048,59.05744709384885,43100,-0.3275186862535029,,,
2019-02-08,58.835941314697266,58.835941314697266,58.429859222468295,58.5682946190553,39700,-0.25035893986625757,,,
2019-02-11,59.140506744384766,59.20511063492102,59.02052658168258,59.149730842107104,31700,0.5176520046793476,,,
2019-02-12,59.6111946105957,59.70349192654121,59.278951030118996,59.32509264679514,47600,0.7958806782723871,,,
2019-02-13,59.87883758544922,60.017276509399686,59.712712284967886,59.897299864000566,75800,0.4489810623690138,,,0.9986079409684556
2019-02-14,59.9157600402832,60.10957173327185,59.76809700618094,59.934222320356454,47900,0.06166194322207996,,,0.7430879105890242
2019-02-15,60.34029769897461,60.441819110025676,60.19263467281619,60.229552189679886,42100,0.708557578850666,,,0.5735197208646902
2019-02-19,60.27568054199219,60.53409606188108,60.27568054199219,60.33106032575039,50600,-0.10708789887776682,,,0.57440748487439
2019-02-20,60.24800491333008,60.266467191639684,59.998820486518994,60.22954967631655,44900,-0.04591508285473056,,,0.5691577857919184
2019-02-21,60.257232666015625,60.27568790199197,59.98035483730072,60.164942403542554,42100,0.015316279267363342,,,0.5671283767777153
2019-02-22,60.2664794921875,60.460291206219395,60.04497435503889,60.31262111478699,26900,0.015345587181414544,,,0.5598733024897354
2019-02-25,60.598731994628906,60.90328924517511,60.57103857067223,60.70947752526472,47000,0.5513056432713492,,,0.5629931415636734
2019-02-26,60.404903411865234,60.792533829956845,60.404903411865234,60.64486375805593,50600,-0.31985583919619254,,,0.5538901458821781
2019-02-27,60.31261444091797,60.34953195969097,59.980363813257625,60.12803388834966,71900,-0.15278390616404458,,,0.5367952971119828
2019-02-28,60.21109390258789,60.46028539761512,60.174176383276574,60.367995119985224,32500,-0.16832388924132857,,,0.541111798666156
2019-03-01,61.290916442871094,61.33705806439825,60.8202268389911,60.91251712334275,68700,1.7933946558589042,,,0.6051036308349225
2019-03-04,61.0140380859375,61.57701796990089,60.67255629099825,61.567786829146506,82900,-0.45174452105259943,,,0.5782637238709991
2019-03-05,61.23553466796875,61.327824949349456,61.06018524573454,61.28168332930766,50900,0.363025606859968,,,0.5788706520306002
2019-03-06,61.189388275146484,61.46625909769265,61.08786686115725,61.373968823510594,53400,-0.07535884690560435,,,0.5174489226769075
2019-03-07,60.829444885253906,61.03248065060175,60.58948456455722,61.03248065060175,77300,-0.5882447921754741,,,0.5372700276097027
2019-03-08,60.47872543334961,60.47872543334961,60.09110213996755,60.183392394397316,59700,-0.576561980083623,,,0.5543386472754817
2019-03-11,61.290916442871094,61.40166196757414,60.66333265146355,60.69101903263931,43300,1.3429367165096018,,,0.5912704978975424
