Price,Close,High,Low,Open,Volume,Daily Return,50-day MA,200-day MA,Volatility
Ticker,VFV.TO,VFV.TO,VFV.TO,VFV.TO,VFV.TO,,,,
Date,,,,,,,,,
2024-03-27,125.28825378417969,125.28825378417969,124.57402026490253,125.21881483470985,138200,0.7257477860527661,119.5165365600586,108.96263408660889,0.5961453125014596
2024-03-28,125.1196060180664,125.41720583141404,124.93113320000536,125.28824994871147,175300,-0.1346078032213538,119.77178070068359,109.08293727874756,0.5876675487646212
2024-04-01,125.19895935058594,125.52631761167096,124.89144511226333,125.48663713442333,203200,0.06342198081097372,120.01159713745118,109.20221649169922,0.5875774529304592
2024-04-02,124.31609344482422,124.3954544018093,123.75065987079098,124.3954544018093,239100,-0.7051703227736072,120.21713714599609,109.31580753326416,0.6011125296072151
2024-04-03,124.09786224365234,124.35578158560709,123.75066749579668,124.05818176271485,237500,-0.17554541421359593,120.40307830810546,109.42673976898193,0.5970788580586431
2024-04-04,122.70906829833984,124.75257131809785,122.70906829833984,124.6831323727061,288000,-1.1191119010460882,120.55827590942383,109.53278564453124,0.6412728768615766
2024-04-05,124.42520904541016,124.79224778398014,123.68121712515975,123.68121712515975,189100,1.3985443544383358,120.7357276916504,109.64736320495605,0.5959930370084757
2024-04-08,124.3656997680664,124.70297249323193,124.14746091376983,124.59385306608364,183900,-0.047827347689677335,120.90842803955078,109.762965965271,0.5960025877799063
2024-04-09,124.42520904541016,124.64344788627463,123.47290029568289,124.64344788627463,175500,0.04785023318707449,121.0892431640625,109.88435333251954,0.588601543751134
2024-04-10,124.12760925292969,124.40537259384924,123.60185617353133,123.60185617353133,235500,-0.23917966042705796,121.25203750610352,110.00253803253173,0.5894008347164529
2024-04-11,125.1692123413086,125.38745120200709,123.94906215116607,124.4946593029123,218800,0.8391389269863936,121.43863174438476,110.12857620239258,0.6049644400271996
2024-04-12,124.3061752319336,125.08984767748618,123.86970509173193,124.98072825036634,244100,-0.6894963172107249,121.63902725219727,110.25363067626954,0.6181620365159171
2024-04-15,122.80827331542969,124.99064665834376,122.60987092262458,124.89144924607993,392200,-1.2050100598052227,121.78968002319336,110.36467975616455,0.6471534810574806
2024-04-16,123.00666046142578,123.38361363180852,122.66938776712708,123.06617739141333,253000,0.16154216702204405,121.9076986694336,110.47422222137452,0.6477173659645921
2024-04-17,121.71707916259766,123.3836214219632,121.71707916259766,123.3836214219632,239100,-1.0483833102944318,121.9916160583496,110.57538543701172,0.6540756493889865
2024-04-18,121.42941284179688,122.29243868196365,121.27069092233587,121.94524394348979,224700,-0.2363401445219515,122.07472625732422,110.66896717071533,0.6556382580593539
2024-04-19,120.19933319091797,121.37980279654725,119.92157741742336,121.15164194358971,290000,-1.012999751947663,122.11800064086914,110.75708644866944,0.6722495840313053
2024-04-22,120.97309112548828,121.39964682375611,120.10014327315588,120.63581839899997,265100,0.6437289742209362,122.17516754150391,110.84705963134766,0.6813280516840744
2024-04-23,121.92540740966797,122.0146828130994,121.2012518970765,121.36988826018765,193400,0.7872133177053708,122.23832290649415,110.94258071899414,0.6958445056548093
2024-04-24,122.30236053466797,122.709072208271,121.89564129278726,122.59995278085314,205200,0.3091670005525904,122.31178726196289,111.04485191345215,0.6644521699573921
2024-04-25,121.44924926757812,121.51868821525574,120.5366209357359,120.91357414194611,223300,-0.6975427648005406,122.38065368652343,111.14197292327881,0.6737256831731365
2024-04-26,122.67931365966797,123.0165939537222,122.13372409121571,122.16348255898686,161600,1.0128217337760148,122.45493026733398,111.24332763671875,0.6984175996374243
2024-04-29,123.00666046142578,123.21497728465916,122.46106337561675,123.04634093750981,185600,0.2668312953444829,122.53456665039063,111.34464817047119,0.6908606144744528
2024-04-30,122.07420349121094,123.61178996696385,122.07420349121094,123.22491473701172,176400,-0.7580540490384702,122.60445693969727,111.43963542938232,0.6967671654603823
2024-05-01,121.56829071044922,122.9471552202833,121.46908572666906,122.06428535623925,226900,-0.41443054002653357,122.67234085083008,111.5286530303955,0.6872705656616306
2024-05-02,121.86587524414062,122.13371657415124,121.07228840206879,122.07419207399488,201700,0.2447879557673449,122.74538513183593,111.61802814483643,0.6856930122873627
2024-05-03,123.49274444580078,123.63162234077305,122.80827698294536,122.99674980139191,227500,1.3349669859597402,122.80546173095703,111.71234321594238,0.7208365385895639
2024-05-06,124.63352966308594,124.63352966308594,123.75065982968306,123.92921819870148,180200,0.9237669973281903,122.88222076416015,111.81123188018799,0.7353778786827171
2024-05-07,125.38744354248047,125.5759163547977,124.91128536929098,124.91128536929098,160700,0.6049045400804642,122.98375259399414,111.91723197937011,0.7370554976380156
2024-05-08,125.41720581054688,125.48664475787942,125.01048657025795,125.05016704991621,140300,0.023736242821104092,123.07618515014649,112.02156246185302,0.7353194604278281
2024-05-09,125.57591247558594,125.57591247558594,125.03032294229995,125.41719813494394,172500,0.12654297631125022,123.16842864990234,112.12663742065429,0.7238215753618252
2024-05-10,125.7743148803711,125.8239098007078,125.38743968766977,125.69495392589975,129500,0.15799399811149417,123.2529670715332,112.23093517303467,0.7237747490515102
2024-05-13,125.70487976074219,126.14135745533338,125.53624340356919,126.14135745533338,163300,-0.05520612033939054,123.31791488647461,112.33350967407226,0.7238529875008277
2024-05-14,126.1115951538086,126.18103410106951,125.43704213686915,125.5660055876949,117900,0.3235478159961058,123.39000778198242,112.44013271331787,0.7127945744994156
2024-05-15,127.27222442626953,127.30198289299105,126.40919104995862,126.40919104995862,263200,0.9203192387229775,123.50806564331054,112.54779182434082,0.728725383542048
2024-05-16,127.08374786376953,127.72853484417904,127.06390383984078,127.37141809623779,220500,-0.1480893127700389,123.6225518798828,112.65534397125244,0.6940563255087872
